SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-867452721,12/28/2017 10:12:37 AM,01/02/2018 07:17:38 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,01/02/2018 12:00:00 AM,01/02/2018 07:17:38 PM,Y,N,"7887 S AIRLANE AVE, 90045",7887,S,AIRLANE,AVE,90045,33.9666644705,-118.390560864,"(33.9666644705, -118.390560864)",702,H,2,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC
1-867453361,12/28/2017 10:12:19 AM,01/02/2018 10:17:25 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,NC,12/30/2017 12:00:00 AM,01/02/2018 10:17:24 PM,Y,N,"1352 S HUDSON AVE, 90019",1352,S,HUDSON,AVE,90019,34.049616957,-118.337825987,"(34.049616957, -118.337825987)",633,E,4,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,WILSHIRE
1-867450269,12/28/2017 10:12:06 AM,12/29/2017 08:30:05 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,iOS,N,PGS,12/29/2017 08:28:32 AM,12/29/2017 08:30:04 AM,Y,N,"5004 S KELLY ST, 90066",5004,S,KELLY,ST,90066,33.9824145616,-118.422848507,"(33.9824145616, -118.422848507)",672,D,7,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC
1-867454211,12/28/2017 10:11:36 AM,12/29/2017 10:13:46 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/29/2017 12:00:00 AM,12/29/2017 10:13:46 AM,Y,N,"3100 W FLORENCE AVE, 90043",3100,W,FLORENCE,AVE,90043,33.9744461214,-118.326599417,"(33.9744461214, -118.326599417)",703,F,1,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET
1-867453051,12/28/2017 10:11:36 AM,01/02/2018 06:57:15 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,01/02/2018 12:00:00 AM,01/02/2018 06:57:15 PM,Y,N,"7887 S AIRLANE AVE, 90045",7887,S,AIRLANE,AVE,90045,33.9666644705,-118.390560864,"(33.9666644705, -118.390560864)",702,H,2,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC
1-867454121,12/28/2017 10:11:29 AM,01/02/2018 07:39:15 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,12/30/2017 12:00:00 AM,01/02/2018 07:39:14 PM,Y,N,"9309 W OAKMORE ROAD, 90035",9309,W,OAKMORE,ROAD,90035,34.0475136984,-118.391956877,"(34.0475136984, -118.391956877)",632,H,5,West Los Angeles APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES
1-867454801,12/28/2017 10:11:19 AM,01/02/2018 08:08:05 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,EV,12/30/2017 12:00:00 AM,01/02/2018 08:08:05 PM,Y,,"12793 W MERCER ST, 91331",12793,W,MERCER,ST,91331,34.2764716587,-118.411838877,"(34.2764716587, -118.411838877)",502,E,1,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL
1-867452921,12/28/2017 10:11:01 AM,01/02/2018 09:12:03 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/02/2018 12:00:00 AM,01/02/2018 09:12:02 PM,Y,N,"13980 W RAVEN ST, 91342",13980,W,RAVEN,ST,91342,34.3076657276,-118.437901066,"(34.3076657276, -118.437901066)",482,B,4,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION
1-867448701,12/28/2017 10:10:58 AM,12/28/2017 10:12:05 AM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,12/30/2017 12:00:00 AM,12/28/2017 10:12:05 AM,Y,N,"22526 W BURTON ST, 91304",22526,W,BURTON,ST,91304,34.2184712277,-118.618012503,"(34.2184712277, -118.618012503)",529,H,2,South Valley APC,12,Mitchell Englander,11,WEST HILLS NC,TOPANGA
1-867452031,12/28/2017 10:10:54 AM,12/28/2017 11:39:14 AM,SR Created,BOS,Dead Animal Removal,Closed,Call,,N,HB,,12/28/2017 11:39:14 AM,Y,N,"10525 S AVALON BLVD, 90003",10525,S,AVALON,BLVD,90003,33.9402778683,-118.265359052,"(33.9402778683, -118.265359052)",704,D,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-867452021,12/28/2017 10:10:54 AM,01/02/2018 09:58:24 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,HB,12/30/2017 12:00:00 AM,01/02/2018 09:58:24 PM,Y,N,"670 W 9TH ST, 90731",670,W,9TH,ST,90731,33.7361486858,-118.291623633,"(33.7361486858, -118.291623633)",824,B,5,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR
1-867451651,12/28/2017 10:10:36 AM,01/02/2018 04:30:18 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/02/2018 12:00:00 AM,01/02/2018 04:30:18 PM,Y,N,"5649 E BERKSHIRE DR, 90032",5649,E,BERKSHIRE,DR,90032,34.0978008218,-118.157221547,"(34.0978008218, -118.157221547)",595,G,4,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK
1-867451531,12/28/2017 10:10:20 AM,01/04/2018 02:50:50 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2018 12:00:00 AM,01/04/2018 02:50:50 PM,Y,N,"2976 W FRANCIS AVE, 90005",2976,W,FRANCIS,AVE,90005,34.0566942213,-118.291052251,"(34.0566942213, -118.291052251)",634,A,3,Central APC,1,Gilbert Cedillo,54,MACARTHUR PARK NC,OLYMPIC
1-867450731,12/28/2017 10:10:17 AM,01/03/2018 11:19:43 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/03/2018 12:00:00 AM,01/03/2018 11:19:43 AM,Y,N,"12326 W COLLINS ST, 91607",12326,W,COLLINS,ST,91607,34.1732972567,-118.401758416,"(34.1732972567, -118.401758416)",562,F,1,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,NORTH HOLLYWOOD
1-867450461,12/28/2017 10:09:50 AM,01/04/2018 03:48:56 PM,SR Created,OCB,Graffiti Removal,Cancelled,Call,,N,CCAC,01/04/2018 03:47:58 PM,01/04/2018 03:48:55 PM,Y,N,"450 S BURLINGTON AVE, 90057",450,S,BURLINGTON,AVE,90057,34.05909393,-118.270210927,"(34.05909393, -118.270210927)",634,D,3,Central APC,1,Gilbert Cedillo,97,WESTLAKE NORTH NC,RAMPART
1-867449581,12/28/2017 10:09:42 AM,12/28/2017 11:42:32 AM,SR Created,OCB,Graffiti Removal,Closed,Call,,N,NEGB,12/28/2017 11:41:39 AM,12/28/2017 11:42:32 AM,Y,N,"14857 W ROSCOE BLVD, 91402",14857,W,ROSCOE,BLVD,91402,34.2216273791,-118.456983705,"(34.2216273791, -118.456983705)",531,J,2,North Valley APC,6,Nury Martinez,100,PANORAMA CITY NC,MISSION
1-867448331,12/28/2017 10:09:34 AM,01/04/2018 11:22:21 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/04/2018 12:00:00 AM,01/04/2018 11:22:21 AM,Y,N,"132 W 77TH ST, 90003",132,W,77TH,ST,90003,33.9697288428,-118.275133488,"(33.9697288428, -118.275133488)",704,C,1,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET
1-867449491,12/28/2017 10:09:31 AM,01/02/2018 04:49:54 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/02/2018 12:00:00 AM,01/02/2018 04:49:53 PM,Y,Y,"443 S SOTO ST, 90033",443,S,SOTO,ST,90033,34.0396149484,-118.21268785,"(34.0396149484, -118.21268785)",635,A,5,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-867449381,12/28/2017 10:09:21 AM,01/02/2018 05:23:08 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/02/2018 12:00:00 AM,01/02/2018 05:23:08 PM,Y,N,"11040 N PASO ROBLES AVE, 91344",11040,N,PASO ROBLES,AVE,91344,34.2712738149,-118.503174009,"(34.2712738149, -118.503174009)",501,C,2,North Valley APC,12,Mitchell Englander,118,GRANADA HILLS SOUTH NC,DEVONSHIRE
1-867451174,12/28/2017 10:09:11 AM,01/03/2018 10:14:40 AM,SR Created,BOS,Metal/Household Appliances,Closed,Mobile App,iOS,N,EV,01/03/2018 12:00:00 AM,01/03/2018 10:14:40 AM,Y,,"13227 W OXNARD ST, 91401",13227,W,OXNARD,ST,91401,34.1795368455,-118.42135413,"(34.1795368455, -118.42135413)",532,D,7,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS
1-867449301,12/28/2017 10:09:06 AM,01/02/2018 08:06:21 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,12/30/2017 12:00:00 AM,01/02/2018 08:06:20 PM,Y,N,"10410 N O'MELVENY AVE, 91331",10410,N,O'MELVENY,AVE,91331,34.2593302603,-118.428233935,"(34.2593302603, -118.428233935)",502,C,3,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL
1-867439597,12/28/2017 10:08:54 AM,01/04/2018 01:07:53 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,Y,WLA,01/04/2018 12:00:00 AM,01/04/2018 01:07:53 PM,Y,,"11718 W KIOWA AVE, 90049",11718,W,KIOWA,AVE,90049,34.0505064213,-118.46302739,"(34.0505064213, -118.46302739)",631,H,4,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-867450851,12/28/2017 10:08:24 AM,12/29/2017 07:47:44 AM,SR Created,BOS,Electronic Waste,Closed,Call,,N,SLA,12/29/2017 12:00:00 AM,12/29/2017 07:47:43 AM,Y,N,"715 W 57TH ST, 90037",715,W,57TH,ST,90037,33.9906401542,-118.286214911,"(33.9906401542, -118.286214911)",674,B,5,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-867449821,12/28/2017 10:08:14 AM,01/02/2018 10:49:37 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,WV,01/02/2018 12:00:00 AM,01/02/2018 10:46:54 PM,Y,N,"17827 W SIDWELL ST, 91344",17827,W,SIDWELL,ST,91344,34.3002217077,-118.52286298,"(34.3002217077, -118.52286298)",481,A,5,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE
1-867448951,12/28/2017 10:08:12 AM,01/02/2018 04:37:03 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,12/30/2017 12:00:00 AM,01/02/2018 04:37:03 PM,Y,N,"507 N ORANGE DR, 90036",507,N,ORANGE,DR,90036,34.0805043424,-118.341754766,"(34.0805043424, -118.341754766)",593,D,7,Central APC,5,Paul Koretz,119,GREATER WILSHIRE NC,WILSHIRE
1-867444751,12/28/2017 10:07:56 AM,12/29/2017 10:03:51 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,12/29/2017 12:00:00 AM,12/29/2017 10:03:50 AM,Y,N,"5906 S 6TH AVE, 90043",5906,S,6TH,AVE,90043,33.9870374407,-118.323425304,"(33.9870374407, -118.323425304)",673,G,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET
1-867445631,12/28/2017 10:07:56 AM,01/04/2018 11:22:37 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/04/2018 12:00:00 AM,01/04/2018 11:22:36 AM,Y,N,"132 W 77TH ST, 90003",132,W,77TH,ST,90003,33.9697288428,-118.275133488,"(33.9697288428, -118.275133488)",704,C,1,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET
1-867447861,12/28/2017 10:07:56 AM,01/02/2018 10:38:31 PM,SR Created,BOS,Electronic Waste,Closed,Call,,N,WV,01/02/2018 12:00:00 AM,01/02/2018 10:38:31 PM,Y,N,"17141 W OROZCO ST, 91344",17141,W,OROZCO,ST,91344,34.3067443059,-118.505417907,"(34.3067443059, -118.505417907)",481,C,4,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE
1-867445471,12/28/2017 10:07:42 AM,01/02/2018 11:04:05 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,WLA,01/02/2018 12:00:00 AM,01/02/2018 11:04:05 PM,Y,N,"2319 S GLENCOE AVE, 90291",2319,S,GLENCOE,AVE,90291,33.9976413718,-118.44823591,"(33.9976413718, -118.44823591)",672,A,5,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC
1-867444491,12/28/2017 10:07:18 AM,12/29/2017 07:59:24 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,12/29/2017 12:00:00 AM,12/29/2017 07:59:24 AM,Y,N,"13504 W VANOWEN ST, 91405",13504,W,VANOWEN,ST,91405,34.1937605148,-118.42727772,"(34.1937605148, -118.42727772)",532,C,5,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS
1-867445151,12/28/2017 10:06:51 AM,01/02/2018 11:47:52 PM,SR Created,BOS,Electronic Waste,Closed,Call,,N,EV,12/29/2017 12:00:00 AM,01/02/2018 11:44:54 PM,Y,N,"9565 N NATICK AVE, 91343",9565,N,NATICK,AVE,91343,34.2444018475,-118.45598831,"(34.2444018475, -118.45598831)",501,J,6,North Valley APC,7,Monica Rodriguez,112,NORTH HILLS EAST,MISSION
1-867447331,12/28/2017 10:06:49 AM,01/02/2018 06:18:05 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WLA,12/29/2017 12:00:00 AM,01/02/2018 06:18:05 PM,Y,N,"1014 S CLOVERDALE AVE, 90019",1014,S,CLOVERDALE,AVE,90019,34.0567685361,-118.348019554,"(34.0567685361, -118.348019554)",633,D,3,Central APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE
1-867441561,12/28/2017 10:06:33 AM,01/02/2018 10:15:28 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,SLA,12/30/2017 12:00:00 AM,01/02/2018 10:15:28 PM,Y,N,"602 W 99TH ST, 90044",602,W,99TH,ST,90044,33.9463131088,-118.284908095,"(33.9463131088, -118.284908095)",704,B,4,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-867447221,12/28/2017 10:06:32 AM,01/02/2018 05:29:01 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/02/2018 12:00:00 AM,01/02/2018 05:29:00 PM,Y,N,"12042 N STONE GATE WAY, 91326",12042,N,STONE GATE,WAY,91326,34.2916752572,-118.56544299,"(34.2916752572, -118.56544299)",480,E,6,North Valley APC,12,Mitchell Englander,114,PORTER RANCH NC,DEVONSHIRE
1-867446872,12/28/2017 10:06:23 AM,12/28/2017 10:06:23 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 10:06:23 AM,Y,,"1702 N VERMONT AVE, 90027",1702,N,VERMONT,AVE,90027,,,,594,A,4,Central APC,4,David Ryu,36,LOS FELIZ NC,NORTHEAST
1-867446832,12/28/2017 10:06:20 AM,12/28/2017 10:06:20 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 10:06:20 AM,Y,,"972 N VERMONT AVE, 90029",972,N,VERMONT,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867443792,12/28/2017 10:06:17 AM,12/28/2017 11:13:23 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 11:13:23 AM,Y,,"862 N VERMONT AVE, 90029",862,N,VERMONT,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867443772,12/28/2017 10:06:15 AM,12/28/2017 11:12:00 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 11:12:00 AM,Y,,"862 N VERMONT AVE, 90029",862,N,VERMONT,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867443732,12/28/2017 10:06:12 AM,12/28/2017 10:06:12 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 10:06:12 AM,Y,,"612 N VERMONT AVE, 90004",612,N,VERMONT,AVE,90004,,,,594,A,7,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867444181,12/28/2017 10:06:09 AM,01/02/2018 06:51:30 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,01/02/2018 12:00:00 AM,01/02/2018 06:51:29 PM,Y,N,"2319 S GLENCOE AVE, 90291",2319,S,GLENCOE,AVE,90291,33.9976413718,-118.44823591,"(33.9976413718, -118.44823591)",672,A,5,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC
1-867443692,12/28/2017 10:06:09 AM,12/28/2017 10:06:09 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 10:06:09 AM,Y,,"600 N VERMONT AVE, 90004",600,N,VERMONT,AVE,90004,,,,594,A,7,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867443652,12/28/2017 10:06:06 AM,12/28/2017 11:10:39 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 11:10:39 AM,Y,,"1201 N VERMONT AVE, 90029",1201,N,VERMONT,AVE,90029,,,,594,A,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST
1-867441321,12/28/2017 10:06:04 AM,12/29/2017 08:42:16 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,12/29/2017 12:00:00 AM,12/29/2017 08:42:15 AM,Y,N,"715 W 57TH ST, 90037",715,W,57TH,ST,90037,33.9906401542,-118.286214911,"(33.9906401542, -118.286214911)",674,B,5,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-867443622,12/28/2017 10:06:03 AM,12/28/2017 11:10:05 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 11:10:05 AM,Y,,"1201 N VERMONT AVE, 90029",1201,N,VERMONT,AVE,90029,,,,594,A,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST
1-867443492,12/28/2017 10:06:00 AM,12/28/2017 10:06:00 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 10:06:00 AM,Y,,"906 N VERMONT AVE, 90029",906,N,VERMONT,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867443511,12/28/2017 10:05:59 AM,01/03/2018 07:22:17 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,SLA,01/03/2018 12:00:00 AM,01/03/2018 07:22:17 AM,Y,N,"5307 S HOOVER ST, 90037",5307,S,HOOVER,ST,90037,33.993943065,-118.28731973,"(33.993943065, -118.28731973)",674,B,5,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-867443451,12/28/2017 10:05:57 AM,12/28/2017 10:05:57 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 10:05:57 AM,Y,,"855 N VERMONT AVE, 90029",855,N,VERMONT,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867443401,12/28/2017 10:05:54 AM,12/28/2017 10:05:54 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 10:05:54 AM,Y,,"855 N VERMONT AVE, 90029",855,N,VERMONT,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867443351,12/28/2017 10:05:51 AM,12/28/2017 10:05:51 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 10:05:51 AM,Y,,"855 N VERMONT AVE, 90029",855,N,VERMONT,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867444071,12/28/2017 10:05:50 AM,12/29/2017 08:42:03 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,12/29/2017 12:00:00 AM,12/29/2017 08:42:02 AM,Y,N,"607 W 75TH ST, 90044",607,W,75TH,ST,90044,33.971816589,-118.284486428,"(33.971816589, -118.284486428)",704,B,1,South Los Angeles APC,8,Marqueece Harris-Dawson,,,77TH STREET
1-867443261,12/28/2017 10:05:48 AM,12/28/2017 10:05:48 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 10:05:48 AM,Y,,"720 N VERMONT AVE, 90029",720,N,VERMONT,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867443201,12/28/2017 10:05:45 AM,12/28/2017 10:05:45 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 10:05:45 AM,Y,,"720 N VERMONT AVE, 90029",720,N,VERMONT,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867443151,12/28/2017 10:05:42 AM,12/28/2017 10:05:42 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 09:24:33 AM,12/28/2017 10:05:42 AM,Y,,"590 N VERMONT AVE, 90004",590,N,VERMONT,AVE,90004,,,,594,A,7,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867443091,12/28/2017 10:05:39 AM,12/28/2017 10:05:39 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 12:00:00 AM,12/28/2017 10:05:39 AM,Y,,"590 N VERMONT AVE, 90004",590,N,VERMONT,AVE,90004,,,,594,A,7,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-867439741,12/28/2017 10:05:36 AM,01/04/2018 09:09:03 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/04/2018 12:00:00 AM,01/04/2018 09:09:03 AM,Y,N,"6827 N WOODLEY AVE, 91406",6827,N,WOODLEY,AVE,91406,34.1947758362,-118.483917091,"(34.1947758362, -118.483917091)",531,F,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY
1-867443041,12/28/2017 10:05:36 AM,12/28/2017 10:05:36 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 12:00:00 AM,12/28/2017 10:05:36 AM,Y,,"400 N VERMONT AVE, 90004",400,N,VERMONT,AVE,90004,,,,594,A,7,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,RAMPART
1-867442981,12/28/2017 10:05:33 AM,12/28/2017 10:05:33 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 12:00:00 AM,12/28/2017 10:05:33 AM,Y,,"400 N VERMONT AVE, 90004",400,N,VERMONT,AVE,90004,,,,594,A,7,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,RAMPART
1-867442931,12/28/2017 10:05:29 AM,12/28/2017 10:05:29 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 12:00:00 AM,12/28/2017 10:05:29 AM,Y,,"504 N BERENDO ST, 90004",504,N,BERENDO,ST,90004,,,,594,A,7,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,RAMPART
1-867442851,12/28/2017 10:05:26 AM,12/28/2017 10:05:26 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 12:00:00 AM,12/28/2017 10:05:26 AM,Y,,"4101 W ROSEWOOD AVE, 90004",4101,W,ROSEWOOD,AVE,90004,,,,594,A,7,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,RAMPART
1-867443811,12/28/2017 10:05:25 AM,01/03/2018 08:42:41 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,Y,EV,01/03/2018 12:00:00 AM,01/03/2018 08:42:41 AM,Y,N,"10894 W OLINDA ST, 91352",10894,W,OLINDA,ST,91352,34.2263993674,-118.367841405,"(34.2263993674, -118.367841405)",533,A,1,North Valley APC,6,Nury Martinez,8,SUN VALLEY AREA NC,FOOTHILL
1-867442801,12/28/2017 10:05:23 AM,12/28/2017 10:05:23 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 12:00:00 AM,12/28/2017 10:05:23 AM,Y,,"5703 W LEXINGTON AVE, 90038",5703,W,LEXINGTON,AVE,90038,,,,593,G,5,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-867438856,12/28/2017 10:05:23 AM,01/04/2018 09:49:45 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/04/2018 12:00:00 AM,01/04/2018 09:49:44 AM,Y,,"1934 S COMSTOCK AVE, 90025",1934,S,COMSTOCK,AVE,90025,34.0546448952,-118.421329831,"(34.0546448952, -118.421329831)",632,D,4,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES
1-867438641,12/28/2017 10:04:54 AM,12/29/2017 11:31:10 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,12/29/2017 12:00:00 AM,12/29/2017 11:31:09 AM,Y,N,"9565 N NATICK AVE, 91343",9565,N,NATICK,AVE,91343,34.2441657403,-118.456137731,"(34.2441657403, -118.456137731)",501,J,6,North Valley APC,7,Monica Rodriguez,112,NORTH HILLS EAST,MISSION
1-867438581,12/28/2017 10:04:46 AM,12/28/2017 10:04:46 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/27/2017 12:00:00 AM,12/28/2017 10:04:46 AM,Y,,"5661 W LEXINGTON AVE, 90038",5661,W,LEXINGTON,AVE,90038,,,,593,H,5,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
